paperId,title,year,abstract,doi
5ded2b8c64491b4a67f6d39ce473d4b9347a672e,A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,2017,"This paper introduces the Multi-Genre Natural Language Inference (MultiNLI) corpus, a dataset designed for use in the development and evaluation of machine learning models for sentence understanding. At 433k examples, this resource is one of the largest corpora available for natural language inference (a.k.a. recognizing textual entailment), improving upon available resources in both its coverage and difficulty. MultiNLI accomplishes this by offering data from ten distinct genres of written and spoken English, making it possible to evaluate systems on nearly the full complexity of the language, while supplying an explicit setting for evaluating cross-genre domain adaptation. In addition, an evaluation using existing machine learning models designed for the Stanford NLI corpus shows that it represents a substantially more difficult task than does that corpus, despite the two showing similar levels of inter-annotator agreement.",10.18653/v1/N18-1101
05dd7254b632376973f3a1b4d39485da17814df5,"SQuAD: 100,000+ Questions for Machine Comprehension of Text",2016,"We present the Stanford Question Answering Dataset (SQuAD), a new reading comprehension dataset consisting of 100,000+ questions posed by crowdworkers on a set of Wikipedia articles, where the answer to each question is a segment of text from the corresponding reading passage. We analyze the dataset to understand the types of reasoning required to answer the questions, leaning heavily on dependency and constituency trees. We build a strong logistic regression model, which achieves an F1 score of 51.0%, a significant improvement over a simple baseline (20%). However, human performance (86.8%) is much higher, indicating that the dataset presents a good challenge problem for future research. 
The dataset is freely available at this https URL",10.18653/v1/D16-1264
687bac2d3320083eb4530bf18bb8f8f721477600,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,2013,"Semantic word spaces have been very useful but cannot express the meaning of longer phrases in a principled way. Further progress towards understanding compositionality in tasks such as sentiment detection requires richer supervised training and evaluation resources and more powerful models of composition. To remedy this, we introduce a Sentiment Treebank. It includes fine grained sentiment labels for 215,154 phrases in the parse trees of 11,855 sentences and presents new challenges for sentiment compositionality. To address them, we introduce the Recursive Neural Tensor Network. When trained on the new treebank, this model outperforms all previous methods on several metrics. It pushes the state of the art in single sentence positive/negative classification from 80% up to 85.4%. The accuracy of predicting fine-grained sentiment labels for all phrases reaches 80.7%, an improvement of 9.7% over bag of features baselines. Lastly, it is the only model that can accurately capture the effects of negation and its scope at various tree levels for both positive and negative phrases.",10.18653/v1/d13-1170
f0901a8053216bfe61e1688ef8fe9e8ac4a46051,Trace reconstruction with exp(O(n1/3)) samples,2016,"In the trace reconstruction problem, an unknown bit string x ∈ {0,1}n is observed through the deletion channel, which deletes each bit of x with some constant probability q, yielding a contracted string x. How many independent copies of x are needed to reconstruct x with high probability? Prior to this work, the best upper bound, due to Holenstein, Mitzenmacher, Panigrahy, and Wieder (2008), was exp(O(n1/2)). We improve this bound to exp(O(n1/3)) using statistics of individual bits in the output and show that this bound is sharp in the restricted model where this is the only information used. Our method, that uses elementary complex analysis, can also handle insertions. Similar results were obtained independently and simultaneously by Anindya De, Ryan O'Donnell and Rocco Servedio.",10.1145/3055399.3055494
63cbef404b6dbfa862163661e0e012b7fc962232,Exact Reconstruction From Insertions in Synchronization Codes,2016,"This paper studies problems in data reconstruction, an important area with numerous applications. In particular, we examine the reconstruction of binary and nonbinary sequences from synchronization (insertion/deletion-correcting) codes. These sequences have been corrupted by a fixed number of symbol insertions (larger than the minimum edit distance of the code), yielding a number of distinct traces to be used for reconstruction. We wish to know the minimum number of traces needed for exact reconstruction. This is a general version of a problem tackled by Levenshtein for uncoded sequences. We introduce an exact formula for the maximum number of common supersequences shared by sequences at a certain edit distance, yielding an upper bound on the number of distinct traces necessary to guarantee exact reconstruction. Without specific knowledge of the code words, this upper bound is tight. We apply our results to the famous single deletion/insertion-correcting Varshamov–Tenengolts (VT) codes and show that a significant number of VT code word pairs achieve the worst case number of outputs needed for exact reconstruction. We also consider extensions to other channels, such as adversarial deletion and insertion/deletion channels and probabilistic channels.",10.1109/TIT.2017.2649493
666eda9c9290a9442399d8bb2d43fc997f05c09f,Error correction of microchip synthesized genes using Surveyor nuclease,2011,"The development of economical and high-throughput gene synthesis technology has been hampered by the high occurrence of errors in the synthesized products, which requires expensive labor and time to correct. Here, we describe an error correction reaction (ECR), which employs Surveyor, a mismatch-specific DNA endonuclease, to remove errors from synthetic genes. In ECR reactions, errors are revealed as mismatches by re-annealing of the synthetic gene products. Mismatches are recognized and excised by a combination of mismatch-specific endonuclease and 3′→5′ exonuclease activities in the reaction mixture. Finally, overlap extension polymerase chain reaction (OE-PCR) re-assembles the resulting fragments into intact genes. The process can be iterated for increased fidelity. With two iterations, we were able to reduce errors in synthetic genes by >16-fold, yielding a final error rate of ∼1 in 8700 bp.",10.1093/nar/gkr887
4649182f8ae702cc3bcb9afba9a3c0294f88dfc0,Gene expression analysis using oligonucleotide arrays produced by maskless photolithography.,2002,"Microarrays containing 195,000 in situ synthesized oligonucleotide features have been created using a benchtop, maskless photolithographic instrument. This instrument, the Maskless Array Synthesizer (MAS), uses a digital light processor (DLP) developed by Texas Instruments. The DLP creates the patterns of UV light used in the light-directed synthesis of oligonucleotides. This digital mask eliminates the need for expensive and time-consuming chromium masks. In this report, we describe experiments in which we tested this maskless technology for DNA synthesis on glass surfaces. Parameters examined included deprotection rates, repetitive yields, and oligonucleotide length. Custom gene expression arrays were manufactured and hybridized to Drosophila melanogaster and mouse samples. Quantitative PCR was used to validate the gene expression data from the mouse arrays.",10.1101/GR.362402
6fdf3e503687e0e2ccdd0a133c3e3d927f81375b,Length and GC-biases during sequencing library amplification: a comparison of various polymerase-buffer systems with ancient and modern DNA sequencing libraries.,2012,"High-throughput sequencing technologies frequently necessitate the use of PCR for sequencing library amplification. PCR is a sometimes enigmatic process and is known to introduce biases. Here we perform a simple amplification-sequencing assay using 10 commercially available polymerase-buffer systems to amplify libraries prepared from both modern and ancient DNA. We compare the performance of the polymerases with respect to a previously uncharacterized template length bias, as well as GC-content bias, and find that simply avoiding certain polymerase can dramatically decrease the occurrence of both. For amplification of ancient DNA, we found that some commonly used polymerases strongly bias against amplification of endogenous DNA in favor of GC-rich microbial contamination, in our case reducing the fraction of endogenous sequences to almost half.",10.2144/000113809
9b8890adca3e74d4da37fa1911cadbebd8aa7162,Efficiency of DNA replication in the polymerase chain reaction.,1996,"A detailed quantitative kinetic model for the polymerase chain reaction (PCR) is developed, which allows us to predict the probability of replication of a DNA molecule in terms of the physical parameters involved in the system. The important issue of the determination of the number of PCR cycles during which this probability can be considered to be a constant is solved within the framework of the model. New phenomena of multimodality and scaling behavior in the distribution of the number of molecules after a given number of PCR cycles are presented. The relevance of the model for quantitative PCR is discussed, and a novel quantitative PCR technique is proposed.",10.1073/PNAS.93.23.12947
4421407b92754650e2a385251d5dc54c1b5f40eb,Non-Overlapping Codes,2013,"We say that a q-ary length n code is non-overlapping if the set of non-trivial prefixes of codewords and the set of non-trivial suffices of codewords are disjoint. These codes were first studied by Levenshtein in 1964, motivated by applications in synchronization. More recently these codes were independently invented (under the name cross-bifix-free codes) by Bajic and Stojanovic. We provide a simple construction for a class of non-overlapping codes which has optimal cardinality whenever n divides q. Moreover, for all parameters n and q, we show that a code from this class is close to optimal, in the sense that it has cardinality within a constant factor of an upper bound due to Levenshtein from 1970. Previous constructions have cardinality within a constant factor of the upper bound only when q is fixed. Chee, Kiah, Purkayastha, and Wang showed that a q-ary length n non-overlapping code contains at most qn/(2n-1) codewords; this bound is weaker than the Levenshtein bound. Their proof appealed to the application in synchronization: we provide a direct combinatorial argument to establish the bound of Chee et al. We also consider codes of short length, finding the leading term of the maximal cardinality of a non-overlapping code when n is fixed and q → ∞. The largest cardinality of non-overlapping codes of lengths 3 or less is determined exactly.",10.1109/TIT.2015.2456634
dde2afaae7d08e87ad15d32ed6f7ec939b922751,Cross-Bifix-Free Codes Within a Constant Factor of Optimality,2012,"A cross-bifix-free code is a set of words in which no prefix of any length of any word is the suffix of any word in the set. Cross-bifix-free codes arise in the study of distributed sequences for frame synchronization. We provide a new construction of cross-bifix-free codes which generalizes the construction by Bajic to longer code lengths and to any alphabet size. The codes are shown to be nearly optimal in size. We also establish new results on Fibonacci sequences, which are used in estimating the size of the cross-bifix-free codes.",10.1109/TIT.2013.2252952
1518039b5001f1836565215eb047526b3ac7f462,Neural Machine Translation of Rare Words with Subword Units,2015,"Neural machine translation (NMT) models typically operate with a fixed vocabulary, but translation is an open-vocabulary problem. Previous work addresses the translation of out-of-vocabulary words by backing off to a dictionary. In this paper, we introduce a simpler and more effective approach, making the NMT model capable of open-vocabulary translation by encoding rare and unknown words as sequences of subword units. This is based on the intuition that various word classes are translatable via smaller units than words, for instance names (via character copying or transliteration), compounds (via compositional translation), and cognates and loanwords (via phonological and morphological transformations). We discuss the suitability of different word segmentation techniques, including simple character n-gram models and a segmentation based on the byte pair encoding compression algorithm, and empirically show that subword models improve over a back-off dictionary baseline for the WMT 15 translation tasks English-German and English-Russian by 1.1 and 1.3 BLEU, respectively.",10.18653/v1/P16-1162
d8bd861b292233072aa40ab6bc029ac94d7f30af,The Reactome pathway knowledgebase,2013,"Reactome (http://www.reactome.org) is a manually curated open-source open-data resource of human pathways and reactions. The current version 46 describes 7088 human proteins (34% of the predicted human proteome), participating in 6744 reactions based on data extracted from 15 107 research publications with PubMed links. The Reactome Web site and analysis tool set have been completely redesigned to increase speed, flexibility and user friendliness. The data model has been extended to support annotation of disease processes due to infectious agents and to mutation.",10.1093/nar/gkt1102
af0863ff543b880dbffc128cd9e904529ab3b99a,‘Shotgun DNA synthesis’ for the high-throughput construction of large DNA molecules,2012,"We developed a highly scalable ‘shotgun’ DNA synthesis technology by utilizing microchip oligonucleotides, shotgun assembly and next-generation sequencing technology. A pool of microchip oligonucleotides targeting a penicillin biosynthetic gene cluster were assembled into numerous random fragments, and tagged with 20 bp degenerate barcode primer pairs. An optimal set of error-free fragments were identified by high-throughput DNA sequencing, selectively amplified using the barcode sequences, and successfully assembled into the target gene cluster.",10.1093/nar/gks546
20153952172a0233cd9b8e7fbf4c33fc794c8d32,High-quality gene assembly directly from unpurified mixtures of microarray-synthesized oligonucleotides,2010,"To meet the growing demand for synthetic genes more robust, scalable and inexpensive gene assembly technologies must be developed. Here, we present a protocol for high-quality gene assembly directly from low-cost marginal-quality microarray-synthesized oligonucleotides. Significantly, we eliminated the time- and money-consuming oligonucleotide purification steps through the use of hybridization-based selection embedded in the assembly process. The protocol was tested on mixtures of up to 2000 oligonucleotides eluted directly from microarrays obtained from three different chip manufacturers. These mixtures containing <5% perfect oligos, and were used directly for assembly of 27 test genes of different sizes. Gene quality was assessed by sequencing, and their activity was tested in coupled in vitro transcription/translation reactions. Genes assembled from the microarray-eluted material using the new protocol matched the quality of the genes assembled from >95% pure column-synthesized oligonucleotides by the standard protocol. Both averaged only 2.7 errors/kb, and genes assembled from microarray-eluted material without clonal selection produced only 30% less protein than sequence-confirmed clones. This report represents the first demonstration of cost-efficient gene assembly from microarray-synthesized oligonucleotides. The overall cost of assembly by this method approaches 5¢ per base, making gene synthesis more affordable than traditional cloning.",10.1093/nar/gkq677
11bc28c49fc164952f587bba71e55d25db0d1757,"A tale of three next generation sequencing platforms: comparison of Ion Torrent, Pacific Biosciences and Illumina MiSeq sequencers",2012,"BackgroundNext generation sequencing (NGS) technology has revolutionized genomic and genetic research. The pace of change in this area is rapid with three major new sequencing platforms having been released in 2011: Ion Torrent’s PGM, Pacific Biosciences’ RS and the Illumina MiSeq. Here we compare the results obtained with those platforms to the performance of the Illumina HiSeq, the current market leader. In order to compare these platforms, and get sufficient coverage depth to allow meaningful analysis, we have sequenced a set of 4 microbial genomes with mean GC content ranging from 19.3 to 67.7%. Together, these represent a comprehensive range of genome content. Here we report our analysis of that sequence data in terms of coverage distribution, bias, GC distribution, variant detection and accuracy.ResultsSequence generated by Ion Torrent, MiSeq and Pacific Biosciences technologies displays near perfect coverage behaviour on GC-rich, neutral and moderately AT-rich genomes, but a profound bias was observed upon sequencing the extremely AT-rich genome of Plasmodium falciparum on the PGM, resulting in no coverage for approximately 30% of the genome. We analysed the ability to call variants from each platform and found that we could call slightly more variants from Ion Torrent data compared to MiSeq data, but at the expense of a higher false positive rate. Variant calling from Pacific Biosciences data was possible but higher coverage depth was required. Context specific errors were observed in both PGM and MiSeq data, but not in that from the Pacific Biosciences platform.ConclusionsAll three fast turnaround sequencers evaluated here were able to generate usable sequence. However there are key differences between the quality of that data and the applications it will support.",10.1186/1471-2164-13-341
d0bfed3a7fe8a40ddf9fba96e7b6fb1eaf5006b3,DNA sequencing with chain-terminating inhibitors.,1977,"A new method for determining nucleotide sequences in DNA is described. It is similar to the ""plus and minus"" method [Sanger, F. & Coulson, A. R. (1975) J. Mol. Biol. 94, 441-448] but makes use of the 2',3'-dideoxy and arabinonucleoside analogues of the normal deoxynucleoside triphosphates, which act as specific chain-terminating inhibitors of DNA polymerase. The technique has been applied to the DNA of bacteriophage varphiX174 and is more rapid and more accurate than either the plus or the minus method.",10.1073/pnas.74.12.5463
b14dd498c2006660373257796332ee5f03d0272d,Genome sequencing in microfabricated high-density picolitre reactors,2005,"The proliferation of large-scale DNA-sequencing projects in recent years has driven a search for alternative methods to reduce time and cost. Here we describe a scalable, highly parallel sequencing system with raw throughput significantly greater than that of state-of-the-art capillary electrophoresis instruments. The apparatus uses a novel fibre-optic slide of individual wells and is able to sequence 25 million bases, at 99% or better accuracy, in one four-hour run. To achieve an approximately 100-fold increase in throughput over current Sanger sequencing technology, we have developed an emulsion method for DNA amplification and an instrument for sequencing by synthesis using a pyrosequencing protocol optimized for solid support and picolitre-scale volumes. Here we show the utility, throughput, accuracy and robustness of this system by shotgun sequencing and de novo assembly of the Mycoplasma genitalium genome with 96% coverage at 99.96% accuracy in one run of the machine.",10.1038/nature03959
74574ee09030e8aadb48fa349eb9b054e2f95ceb,"Aligning sequence reads, clone sequences and assembly contigs with BWA-MEM",2013,"Summary: BWA-MEM is a new alignment algorithm for aligning sequence reads or long query sequences against a large reference genome such as human. It automatically chooses between local and end-to-end alignments, supports paired-end reads and performs chimeric alignment. The algorithm is robust to sequencing errors and applicable to a wide range of sequence lengths from 70bp to a few megabases. For mapping 100bp sequences, BWA-MEM shows better performance than several state-of-art read aligners to date. 
Availability and implementation: BWA-MEM is implemented as a component of BWA, which is available at this http URL. 
Contact: hengli@broadinstitute.org",10.6084/M9.FIGSHARE.963153.V1
81f5810fbbab9b7203b9556f4ce3c741875407bc,SpanBERT: Improving Pre-training by Representing and Predicting Spans,2019,"We present SpanBERT, a pre-training method that is designed to better represent and predict spans of text. Our approach extends BERT by (1) masking contiguous random spans, rather than random tokens, and (2) training the span boundary representations to predict the entire content of the masked span, without relying on the individual token representations within it. SpanBERT consistently outperforms BERT and our better-tuned baselines, with substantial gains on span selection tasks such as question answering and coreference resolution. In particular, with the same training data and model size as BERTlarge, our single model obtains 94.6% and 88.7% F1 on SQuAD 1.1 and 2.0 respectively. We also achieve a new state of the art on the OntoNotes coreference resolution task (79.6% F1), strong performance on the TACRED relation extraction benchmark, and even gains on GLUE.1",10.1162/tacl_a_00300
0e6824e137847be0599bb0032e37042ed2ef5045,Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books,2015,"Books are a rich source of both fine-grained information, how a character, an object or a scene looks like, as well as high-level semantics, what someone is thinking, feeling and how these states evolve through a story. This paper aims to align books to their movie releases in order to provide rich descriptive explanations for visual content that go semantically far beyond the captions available in the current datasets. To align movies and books we propose a neural sentence embedding that is trained in an unsupervised way from a large corpus of books, as well as a video-text neural embedding for computing similarities between movie clips and sentences in the book. We propose a context-aware CNN to combine information from multiple sources. We demonstrate good quantitative performance for movie/book alignment and show several qualitative examples that showcase the diversity of tasks our model can be used for.",10.1109/ICCV.2015.11
c07b1cf36f0d859b0bfff8fe7d57a16edb59c3be,Enhancing Terminal Deoxynucleotidyl Transferase Activity on Substrates with 3′ Terminal Structures for Enzymatic De Novo DNA Synthesis,2020,"Enzymatic oligonucleotide synthesis methods based on the template-independent polymerase terminal deoxynucleotidyl transferase (TdT) promise to enable the de novo synthesis of long oligonucleotides under mild, aqueous conditions. Intermediates with a 3′ terminal structure (hairpins) will inevitably arise during synthesis, but TdT has poor activity on these structured substrates, limiting its usefulness for oligonucleotide synthesis. Here, we described two parallel efforts to improve the activity of TdT on hairpins: (1) optimization of the concentrations of the divalent cation cofactors and (2) engineering TdT for enhanced thermostability, enabling reactions at elevated temperatures. By combining both of these improvements, we obtained a ~10-fold increase in the elongation rate of a guanine-cytosine hairpin.",10.3390/genes11010102
54814b0669f20f07ec8d8c7e4fabddfadfe66b1a,DNA Data Storage and Hybrid Molecular–Electronic Computing,2019,"Moore’s law may be slowing, but our ability to manipulate molecules is improving faster than ever. DNA could provide alternative substrates for computing and storage as existing ones approach physical limits. In this paper, we explore the implications of this trend in computer architecture. We present a computer systems perspective on molecular processing and storage, positing a hybrid molecular–electronic architecture that plays to the strengths of both domains. We cover the design and implementation of all stages of the pipeline: encoding, DNA synthesis, system integration with digital microfluidics, DNA sequencing (including emerging technologies such as nanopores), and decoding. We first draw on our experience designing a DNA-based archival storage system, which includes the largest demonstration to date of DNA digital data storage of over three billion nucleotides encoding over 400 MB of data. We then propose a more ambitious hybrid–electronic design that uses a molecular form of near-data processing for massive parallelism. We present a model that demonstrates the feasibility of these systems in the near future. We think the time is ripe to consider molecular storage seriously and explore system designs and architectural implications.",10.1109/JPROC.2018.2875386
d863b6dda579badc334da0480aae1d6beafbff8a,"Moore’s law realities for recording systems and memory storage components: HDD, tape, NAND, and optical",2018,"This paper describes trends in the storage technologies associated with Linear Tape Open (LTO) Tape cartridges, hard disk drives (HDD), and NAND Flash based storage devices including solid-state drives (SSD). This technology discussion centers on the relationship between cost/bit and bit density and, specifically on how the Moore’s Law perception that areal density doubling and cost/bit halving every two years is no longer being achieved for storage based components. This observation and a Moore’s Law Discussion are demonstrated with data from 9-year storage technology trends, assembled from publically available industry reporting sources.",10.1063/1.5007621
736e7b56e77d70557ccf9a284fffe35e4505702c,High DNA stability in white blood cells and buffy coat lysates stored at ambient temperature under anoxic and anhydrous atmosphere,2017,"Conventional storage of blood-derived fractions relies on cold. However, lately, ambient temperature preservation has been evaluated by several independent institutions that see economic and logistic advantages in getting rid of the cold chain. Here we validated a novel procedure for ambient temperature preservation of DNA in white blood cell and buffy coat lysates based on the confinement of the desiccated biospecimens under anoxic and anhydrous atmosphere in original hermetic minicapsules. For this validation we stored encapsulated samples either at ambient temperature or at several elevated temperatures to accelerate aging. We found that DNA extracted from stored samples was of good quality with a yield of extraction as expected. Degradation rates were estimated from the average fragment size of denatured DNA run on agarose gels and from qPCR reactions. At ambient temperature, these rates were too low to be measured but the degradation rate dependence on temperature followed Arrhenius’ law, making it possible to extrapolate degradation rates at 25°C. According to these values, the DNA stored in the encapsulated blood products would remain larger than 20 kb after one century at ambient temperature. At last, qPCR experiments demonstrated the compatibility of extracted DNA with routine DNA downstream analyses. Altogether, these results showed that this novel storage method provides an adequate environment for ambient temperature long term storage of high molecular weight DNA in dehydrated lysates of white blood cells and buffy coats.",10.1371/journal.pone.0188547
ea6a20d65c4cde80c0e924e3a96bb04796ab8ed1,Concatenated Codes for Recovery From Multiple Reads of DNA Sequences,2020,"Decoding sequences that stem from multiple transmissions of a codeword over an insertion, deletion, and substitution channel is a critical component of efficient deoxyribonucleic acid (DNA) data storage systems. In this paper, we consider a concatenated coding scheme with an outer low-density parity-check code and either an inner convolutional code or a block code. We propose two new decoding algorithms for inference from multiple received sequences, both combining the inner code and channel to a joint hidden Markov model to infer symbolwise a posteriori probabilities (APPs). The first decoder computes the exact APPs by jointly decoding the received sequences, whereas the second decoder approximates the APPs by combining the results of separately decoded received sequences. Using the proposed algorithms, we evaluate the performance of decoding multiple received sequences by means of achievable information rates and Monte-Carlo simulations. We show significant performance gains compared to a single received sequence.",10.1109/ITW46852.2021.9457675
727b9103f063daa2625a71c3213cd0d161a7b95e,Reconstruction algorithms for DNA-storage systems,2020,"In the trace reconstruction problem a length-n string x yields a collection of noisy copies, called traces, y1, …, yt where each yi is independently obtained from x by passing through a deletion channel, which deletes every symbol with some fixed probability. The main goal under this paradigm is to determine the required minimum number of i.i.d traces in order to reconstruct x with high probability. The trace reconstruction problem can be extended to the model where each trace is a result of x passing through a deletion-insertion-substitution channel, which introduces also insertions and substitutions. Motivated by the storage channel of DNA, this work is focused on another variation of the trace reconstruction problem, which is referred by the DNA reconstruction problem. A DNA reconstruction algorithm is a mapping which receives t traces y1, …, yt as an input and produces , an estimation of x. The goal in the DNA reconstruction problem is to minimize the edit distance between the original string and the algorithm’s estimation. For the deletion channel case, the problem is referred by the deletion DNA reconstruction problem and the goal is to minimize the Levenshtein distance . In this work, we present several new algorithms for these reconstruction problems. Our algorithms look globally on the entire sequence of the traces and use dynamic programming algorithms, which are used for the shortest common supersequence and the longest common subsequence problems, in order to decode the original sequence. Our algorithms do not require any limitations on the input and the number of traces, and more than that, they perform well even for error probabilities as high as 0.27. The algorithms have been tested on simulated data as well as on data from previous DNA experiments and are shown to outperform all previous algorithms.",10.1101/2020.09.16.300186
83e873f6e6d3b2c762f78819ca62a263555acaac,Achieving the Capacity of the DNA Storage Channel,2020,"Significant advances in biochemical technologies, such as synthesizing and sequencing devices, have made DNA a competitive medium for archival data storage. In this paper we analyze storage systems based on these macromolecules from an information theoretic perspective. Using an appropriate channel model for the synthesis and sequencing steps, we study the maximum achievable information density per nucleotide for reliable and error resilient data storage. The channel model features the main attributes that characterize DNA-based data storage. That is, information is synthesized onto many short DNA strands, and each strand is copied many times. Due to the storage and sequencing methods, the receiver draws strands from these synthesized strands in an uncontrollable manner, where it is possible that strands are drawn multiple times and also that some strands are not drawn at all. Additionally, due to imperfections, the obtained strands can contain errors. Here we prove the achievability of a recently published upper bound on the Shannon capacity of this channel for a large range of parameters by proposing and analyzing a decoder that clusters received strands according to their similarity and then efficiently estimates the original strands based on these clusters.",10.1109/ICASSP40776.2020.9053049
90c7f61fa9977897901a1e19a5910224bb7b9738,Symbolwise MAP for Multiple Deletion Channels,2019,We consider the problem of reconstructing a sequence from fixed number of deleted versions of itself (also called traces). The problem is motivated from recent developments in de novo DNA sequencing technologies. The main contribution of this work is to provide a polynomial time algorithm for symbolwise MAP decoding with multiple traces. The algorithm leverages a dynamic program on the edit graph. We also develop a heuristic with reduced time complexity using similar ideas and provide preliminary numerical evaluations.,10.1109/ISIT.2019.8849567
4fc2fcae905417ad68846434d366eed672f38beb,Anchor-Based Correction of Substitutions in Indexed Sets,2019,"Motivated by DNA-based data storage, we investigate a system where digital information is stored in an unordered set of several vectors over a finite alphabet. Each vector begins with a unique index that represents its position in the whole data set and does not contain data. This paper deals with the design of error-correcting codes for such indexed sets in the presence of substitution errors. We propose a construction that efficiently deals with the challenges that arise when designing codes for unordered sets. Using a novel mechanism, called anchoring, we show that it is possible to combat the ordering loss of sequences with only a small amount of redundancy, which allows to use standard coding techniques, such as tensor-product codes to correct errors within the sequences. We finally derive upper and lower bounds on the achievable redundancy of codes within the considered channel model and verify that our construction yields a redundancy that is close to the best possible achievable one. Our results surprisingly suggest that it requires less redundancy to correct errors in the indices than in the data part of vectors.",10.1109/ISIT.2019.8849523
78db763de74741a46ea414ae80e5466ab80c93a8,On Coding Over Sliced Information,2018,"The interest in channel models in which the data is sent as an unordered set of binary strings has increased lately, due to emerging applications in DNA storage, among others. In this paper we analyze the minimal redundancy of binary codes for this channel under substitution errors, and provide several constructions, some of which are shown to be asymptotically optimal up to constants. The surprising result in this paper is that while the information vector is sliced into a set of unordered strings, the amount of redundant bits that are required to correct errors is order-wise equivalent to the amount required in the classical error correcting paradigm.",10.1109/TIT.2021.3063709
22e7cfd88f720c0ccd860558790cfc6d6eeb39e4,On Maximum Likelihood Reconstruction over Multiple Deletion Channels,2018,"The problem of reconstructing a sequence when observed through multiple looks over deletion channels occurs in “de novo” DNA sequencing. The DNA could be sequenced multiple times, yielding several “looks” of it, but each time the sequencer could be noisy with (independent) deletion impairments. The main goal of this paper is to develop reconstruction algorithms for a sequence observed through the lens of a fixed number of deletion channels. We use the probabilistic model of the deletion channels to develop both symbol-wise and sequence maximum likelihood decoding criteria, and algorithms motivated by them. Numerical evaluations demonstrate improvement in terms of edit distance error, over earlier algorithms,",10.1109/ISIT.2018.8437519
8213418f43798a9be0e5f284b0a94596fd3c2f26,Models and information-theoretic bounds for nanopore sequencing,2017,"Nanopore sequencing is an emerging new technology for sequencing DNA, which can read long fragments of DNA (∼50,000 bases) unlike most current sequencers which can only read hundreds of bases. While nanopore sequencers can acquire long reads, the high error rates (≈ 30%) pose a technical challenge. In a nanopore sequencer, a DNA is migrated through a nanopore and current variations are measured. The DNA sequence is inferred from this observed current pattern using an algorithm called a base-caller. In this paper, we propose a mathematical model for the “channel” from the input DNA sequence to the observed current, and calculate bounds on the information extraction capacity of the nanopore sequencer. This model incorporates impairments like inter-symbol interference, deletions, as well as random response. The practical application of such information bounds is two-fold: (1) benchmarking present base-calling algorithms, and (2) offering an optimization objective for designing better nanopore sequencers.",10.1109/TIT.2018.2809001
9a3122080bfb0ac1eb41c231aba36c0d553e1496,Codes in the Space of Multisets—Coding for Permutation Channels With Impairments,2016,"Motivated by communication channels in which the transmitted sequences are subjected to random permutations, as well as by certain DNA storage systems, we study the error control problem in settings where the information is stored/transmitted in the form of multisets of symbols from a given finite alphabet. A general channel model is assumed in which the transmitted multisets are potentially impaired by insertions, deletions, substitutions, and erasures of symbols. Several constructions of error-correcting codes for this channel are described, and bounds on the size of optimal codes correcting any given number of errors are derived. The construction based on the notion of Sidon sets in finite Abelian groups is shown to be optimal, in the sense of the asymptotic scaling of code redundancy, for any error radius and alphabet size. It is also shown to be optimal in the stronger sense of maximal code cardinality in various cases.",10.1109/TIT.2017.2789292
f4a424bca6c66e4449642b7e14ff7bdd93c396a4,Capacity Results for the Noisy Shuffling Channel,2019,"Motivated by DNA-based storage, we study the noisy shuffling channel, which can be seen as the concatenation of a standard noisy channel (such as the BSC) and a shuffling channel, which breaks the data block into small pieces and shuffles them. This channel models a DNA storage system, by capturing two of its key aspects: (1) the data is written onto many short DNA molecules that are stored in an unordered way and (2) the molecules are corrupted by noise at synthesis, sequencing, and during storage. For the BSC-shuffling channel we characterize the capacity exactly (for a large set of parameters), and show that a simple index-based coding scheme is optimal.",10.1109/ISIT.2019.8849789
f9000e8e1e1851a3b95dcc3c3b02cd3b2788ab11,Error Control Coding,2004,"Error control coding has been an area of intense research for more than 50 years and a vast array of techniques has been developed, which cannot all be covered even in a book devoted exclusively to coding. In this chapter, we primarily focus on imparting a clear understanding of the principles involved in error control coding in general, and on the parameters and design constraints that govern their use in communication system design. We also discuss linear binary block coding and the non-binary Reed-Solomon code, including a few worked examples to fully explain their coding and decoding algorithms.",10.1109/TIT.2005.844056
12c9bcf710d30ba991fb765ace07f177f53ecfd9,Carbon-based archiving: current progress and future prospects of DNA-based data storage,2019,"Abstract The information explosion has led to a rapid increase in the amount of data requiring physical storage. However, in the near future, existing storage methods (i.e., magnetic and optical media) will be insufficient to store these exponentially growing data. Therefore, data scientists are continually looking for better, more stable, and space-efficient alternatives to store these huge datasets. Because of its unique biological properties, highly condensed DNA has great potential to become a storage material for the future. Indeed, DNA-based data storage has recently emerged as a promising approach for long-term digital information storage. This review summarizes state-of-the-art methods, including digital-to-DNA coding schemes and the media types used in DNA-based data storage, and provides an overview of recent progress achieved in this field and its exciting future.",10.1093/gigascience/giz075
